City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
228,Soe,ID,2022-07-20 21:55:11,overcast clouds,-9.8607,124.284,64.08,92,99,4.14
229,Tessalit,ML,2022-07-20 21:55:11,overcast clouds,20.1986,1.0114,75.7,70,99,12.57
230,Ajdabiya,LY,2022-07-20 21:55:11,clear sky,30.7554,20.2263,76.1,44,0,12.46
231,Tura,IN,2022-07-20 21:55:12,light rain,25.5198,90.2201,74.23,97,100,5.7
232,Macomer,IT,2022-07-20 21:56:12,clear sky,40.262,8.7699,75.34,64,0,1.72
233,Port Hedland,AU,2022-07-20 21:56:12,clear sky,-20.3167,118.5667,55.45,71,0,4.61
234,Udachnyy,RU,2022-07-20 21:56:12,light rain,66.4167,112.4,52.09,75,100,8.59
235,Pangnirtung,CA,2022-07-20 21:56:13,light rain,66.1451,-65.7125,50.0,76,100,5.75
236,Chapais,CA,2022-07-20 21:56:13,overcast clouds,49.7834,-74.8492,73.18,53,86,3.42
237,Zaykovo,RU,2022-07-20 21:56:13,clear sky,57.5613,62.7568,53.74,92,6,6.13
238,Carlos Antonio Lopez,PY,2022-07-20 21:56:14,few clouds,-26.4,-54.7667,68.07,80,13,3.13
239,Tiksi,RU,2022-07-20 21:56:14,overcast clouds,71.6872,128.8694,39.09,88,86,19.84
240,Carnarvon,AU,2022-07-20 21:56:14,scattered clouds,-24.8667,113.6333,71.64,76,42,13.96
241,Alofi,NU,2022-07-20 21:56:15,broken clouds,-19.0595,-169.9187,76.89,73,75,9.22
242,San Patricio,US,2022-07-20 21:52:24,few clouds,28.017,-97.5169,95.72,50,19,20.96
243,Butaritari,KI,2022-07-20 21:56:15,light rain,3.0707,172.7902,81.28,78,70,7.76
244,Chico,US,2022-07-20 21:51:17,clear sky,39.7285,-121.8375,105.22,16,0,6.91
245,Madimba,TZ,2022-07-20 21:56:16,light rain,-10.4,40.3333,69.39,85,19,7.72
246,Esna,EG,2022-07-20 21:56:16,clear sky,25.2934,32.554,91.42,21,0,12.12
247,Lincoln,US,2022-07-20 21:54:55,clear sky,40.8,-96.667,95.0,36,0,10.0
248,Berlevag,NO,2022-07-20 21:56:16,broken clouds,70.8578,29.0864,55.2,90,56,5.01
249,Kieta,PG,2022-07-20 21:56:17,overcast clouds,-6.2167,155.6333,81.55,75,96,2.24
250,Qaqortoq,GL,2022-07-20 21:56:17,broken clouds,60.7167,-46.0333,53.98,80,81,5.99
251,Katangli,RU,2022-07-20 21:56:17,overcast clouds,51.7102,143.2326,52.99,99,100,9.13
252,Chirongui,YT,2022-07-20 21:56:18,clear sky,-12.9319,45.1483,69.73,63,1,4.21
253,Myanaung,MM,2022-07-20 21:56:18,light rain,18.2833,95.3167,80.65,86,100,2.42
254,Okha,RU,2022-07-20 21:56:18,overcast clouds,53.5739,142.9478,57.36,91,100,11.03
255,Turukhansk,RU,2022-07-20 21:56:18,overcast clouds,65.8167,87.9833,47.79,95,100,7.61
256,Giddarbaha,IN,2022-07-20 21:56:19,overcast clouds,30.2,74.6667,81.79,83,99,10.36
257,Tasiilaq,GL,2022-07-20 21:56:19,broken clouds,65.6145,-37.6368,38.66,81,66,1.19
258,Mizdah,LY,2022-07-20 21:56:19,clear sky,31.4451,12.9801,75.18,57,9,12.59
259,Lufilufi,WS,2022-07-20 21:56:20,light rain,-13.8745,-171.5986,83.98,77,34,24.9
260,Behshahr,IR,2022-07-20 21:56:20,clear sky,36.6923,53.5526,76.26,87,0,1.12
261,Sangar,RU,2022-07-20 21:56:20,light rain,63.9242,127.4739,64.42,90,100,3.87
262,Garowe,SO,2022-07-20 21:56:21,broken clouds,8.4054,48.4845,77.18,44,69,13.09
263,Fukue,JP,2022-07-20 21:56:21,light rain,32.6881,128.8419,80.87,92,100,18.1
264,Smolenka,RU,2022-07-20 21:56:21,clear sky,52.1352,113.4974,57.27,88,6,6.71
265,Shu,KZ,2022-07-20 21:56:22,clear sky,43.5983,73.7614,72.28,19,0,3.06
266,Kruisfontein,ZA,2022-07-20 21:56:22,overcast clouds,-34.0033,24.7314,53.89,91,95,4.54
267,Aitape,PG,2022-07-20 21:56:22,overcast clouds,-3.1374,142.3475,77.05,86,100,4.54
268,Terney,RU,2022-07-20 21:56:23,broken clouds,45.0503,136.6092,63.19,91,67,3.38
269,Bosaso,SO,2022-07-20 21:56:23,broken clouds,11.2842,49.1816,87.15,43,78,16.91
270,Slave Lake,CA,2022-07-20 21:56:23,clear sky,55.2834,-114.769,73.38,38,0,19.57
271,Santa Lucia,ES,2022-07-20 21:55:59,clear sky,27.9117,-15.5407,69.12,65,0,27.63
272,Huadian,CN,2022-07-20 21:56:24,overcast clouds,42.9633,126.7478,66.36,98,100,2.08
273,Troyes,FR,2022-07-20 21:56:24,clear sky,48.3333,4.0833,64.45,88,0,2.3
274,Pyinmana,MM,2022-07-20 21:57:25,overcast clouds,19.7333,96.2167,75.78,97,100,2.59
275,San Quintin,MX,2022-07-20 21:57:25,broken clouds,30.4833,-115.95,75.51,64,72,12.86
276,Vila Velha,BR,2022-07-20 21:57:25,clear sky,-20.3297,-40.2925,73.35,81,0,9.22
277,San Policarpo,PH,2022-07-20 21:57:26,moderate rain,12.1791,125.5072,81.99,79,91,3.89
278,Avera,US,2022-07-20 21:57:20,overcast clouds,33.194,-82.5271,91.38,52,100,10.71
279,Kenai,US,2022-07-20 21:52:35,overcast clouds,60.5544,-151.2583,55.49,91,100,13.8
280,Queanbeyan,AU,2022-07-20 21:57:26,scattered clouds,-35.35,149.2333,46.62,94,40,6.91
281,Dzerzhinskoye,RU,2022-07-20 21:57:26,broken clouds,56.8344,95.2283,53.19,94,66,4.88
282,Panama City,PA,2022-07-20 21:57:27,thunderstorm,8.9936,-79.5197,85.95,83,40,19.57
283,Grindavik,IS,2022-07-20 21:56:48,scattered clouds,63.8424,-22.4338,53.55,87,40,16.11
284,Kuala Terengganu,MY,2022-07-20 21:57:27,thunderstorm with rain,5.3302,103.1408,76.95,100,40,8.05
285,Concarneau,FR,2022-07-20 21:57:27,broken clouds,47.875,-3.9225,63.82,74,65,9.66
286,Ciudad Bolivar,VE,2022-07-20 21:57:28,broken clouds,8.1222,-63.5497,84.72,67,82,3.87
287,Les Cayes,HT,2022-07-20 21:57:28,clear sky,18.2,-73.75,85.01,64,0,9.91
288,Mogadishu,SO,2022-07-20 21:57:28,light rain,2.0371,45.3438,74.95,83,96,19.62
289,Morgan City,US,2022-07-20 21:57:29,broken clouds,29.6994,-91.2068,94.01,58,70,11.07
290,Matamoros,MX,2022-07-20 21:57:15,clear sky,25.5333,-103.25,101.44,13,2,6.71
291,Half Moon Bay,US,2022-07-20 21:57:29,scattered clouds,37.4636,-122.4286,89.55,67,40,16.11
292,Samarai,PG,2022-07-20 21:57:29,scattered clouds,-10.6167,150.6667,80.94,78,30,9.6
293,Laureles,US,2022-07-20 21:57:30,clear sky,26.1092,-97.4941,96.94,64,0,17.0
294,Sorland,NO,2022-07-20 21:57:30,overcast clouds,67.667,12.6934,53.46,85,99,17.67
295,Guhagar,IN,2022-07-20 21:57:30,broken clouds,17.4842,73.1929,78.39,87,76,10.36
296,Trelew,AR,2022-07-20 21:57:31,overcast clouds,-43.249,-65.3051,47.57,37,100,21.74
297,Willowmore,ZA,2022-07-20 21:57:31,few clouds,-33.2926,23.4895,43.45,89,16,1.41
298,Dikson,RU,2022-07-20 21:57:05,scattered clouds,73.5069,80.5464,41.02,75,33,25.64
299,Sassandra,CI,2022-07-20 21:57:31,scattered clouds,4.95,-6.0833,73.53,77,48,5.99
300,Mildura,AU,2022-07-20 21:57:32,overcast clouds,-34.2,142.15,43.07,88,92,13.33
301,Bemidji,US,2022-07-20 21:57:32,clear sky,47.4736,-94.8803,84.06,53,0,19.57
302,San Andres,CO,2022-07-20 21:57:32,broken clouds,12.5847,-81.7006,87.82,66,75,13.8
303,Hanzhong,CN,2022-07-20 21:57:33,clear sky,33.0728,107.0303,67.93,90,4,0.74
304,Abu Dhabi,AE,2022-07-20 21:57:15,clear sky,24.4667,54.3667,95.02,68,0,3.44
305,Norman Wells,CA,2022-07-20 21:57:33,broken clouds,65.282,-126.8329,75.24,31,75,6.91
306,Danilovka,RU,2022-07-20 21:57:33,broken clouds,50.3557,44.1168,63.77,58,71,5.64
307,Byron Bay,AU,2022-07-20 21:53:56,light rain,-28.65,153.6167,55.94,73,100,19.04
308,Aksarka,RU,2022-07-20 21:57:34,overcast clouds,66.5606,67.7975,55.47,73,99,7.67
309,La Ronge,CA,2022-07-20 21:57:34,broken clouds,55.1001,-105.2842,70.02,67,75,14.97
310,Maumere,ID,2022-07-20 21:57:34,overcast clouds,-8.6199,122.2111,74.44,78,88,7.07
311,Atocha,BO,2022-07-20 21:57:34,broken clouds,-20.9333,-66.2333,52.7,29,65,12.64
312,Beloha,MG,2022-07-20 21:57:35,clear sky,-25.1667,45.05,63.18,65,0,7.16
313,Yomou,GN,2022-07-20 21:57:35,light rain,7.5603,-9.2653,68.2,98,100,3.27
314,Fortuna,US,2022-07-20 21:57:35,scattered clouds,40.5982,-124.1573,67.98,72,36,3.0
315,Amahai,ID,2022-07-20 21:57:36,broken clouds,-3.3333,128.9167,77.31,88,71,5.26
316,Mahibadhoo,MV,2022-07-20 21:57:36,overcast clouds,3.7833,72.9667,80.67,75,100,13.33
317,Hofn,IS,2022-07-20 21:57:36,overcast clouds,64.2539,-15.2082,52.54,74,100,5.28
318,Kerouane,GN,2022-07-20 21:57:37,light rain,9.2667,-9.0167,68.95,98,100,3.67
319,Atar,MR,2022-07-20 21:58:37,scattered clouds,20.5169,-13.0499,96.4,14,43,6.2
320,Muroto,JP,2022-07-20 21:58:37,overcast clouds,33.2833,134.15,79.27,75,100,2.62
321,Khuzhir,RU,2022-07-20 21:58:37,broken clouds,53.1939,107.3397,53.33,86,54,3.4
322,Southbridge,US,2022-07-20 21:58:38,broken clouds,42.0751,-72.0334,95.27,59,52,0.74
323,Hualmay,PE,2022-07-20 21:58:38,scattered clouds,-11.0964,-77.6139,64.4,75,33,11.14
324,Wonosobo,ID,2022-07-20 21:58:38,overcast clouds,-7.36,109.9025,65.17,95,88,3.0
325,Brae,GB,2022-07-20 21:58:39,overcast clouds,60.3964,-1.353,54.95,90,98,13.27
326,Northam,GB,2022-07-20 21:58:39,clear sky,51.0333,-4.2167,62.62,76,9,12.77
327,Codrington,AU,2022-07-20 21:58:39,clear sky,-38.2667,141.9667,38.19,80,0,7.81
328,Kabalo,CD,2022-07-20 21:58:40,scattered clouds,-6.05,26.9167,78.53,37,28,4.34
329,Morrinhos,BR,2022-07-20 21:58:40,clear sky,-17.7311,-49.0994,69.89,34,7,6.78
330,Benguela,AO,2022-07-20 21:58:40,scattered clouds,-12.5763,13.4055,66.54,91,39,1.21
331,Kasane,BW,2022-07-20 21:58:40,broken clouds,-17.8167,25.15,62.29,64,63,4.29
332,Rawson,AR,2022-07-20 21:58:41,overcast clouds,-43.3002,-65.1023,47.71,43,100,22.73
333,Korla,CN,2022-07-20 21:58:41,clear sky,41.7597,86.1469,66.92,50,0,2.46
334,Kuteynykove,UA,2022-07-20 21:58:41,overcast clouds,47.8123,38.2882,67.1,51,88,10.16
335,Bulgan,MN,2022-07-20 21:58:42,overcast clouds,48.8125,103.5347,53.47,88,100,2.95
336,Margate,GB,2022-07-20 21:58:42,scattered clouds,51.3813,1.3862,68.7,77,25,3.0
337,Oeiras Do Para,BR,2022-07-20 21:58:42,broken clouds,-2.0031,-49.8544,80.98,66,62,3.29
338,Kyzyl-Suu,KG,2022-07-20 21:58:43,clear sky,42.3414,78.0056,59.76,33,0,5.39
339,Anadyr,RU,2022-07-20 21:58:43,few clouds,64.75,177.4833,46.9,65,20,11.18
340,Hamilton,US,2022-07-20 21:56:52,clear sky,39.1834,-84.5333,94.21,64,0,5.01
341,Voznesenye,RU,2022-07-20 21:58:43,clear sky,61.0106,35.4781,63.95,90,5,11.63
342,Chokurdakh,RU,2022-07-20 21:58:44,overcast clouds,70.6333,147.9167,45.36,67,89,8.75
343,Saint-Augustin,CA,2022-07-20 21:58:44,overcast clouds,51.226,-58.6502,56.91,87,100,14.16
344,Royan,FR,2022-07-20 21:58:44,clear sky,45.6285,-1.0281,65.79,88,2,7.25
345,Gwembe,ZM,2022-07-20 21:58:44,broken clouds,-16.4975,27.6069,58.93,70,60,3.96
346,Okmulgee,US,2022-07-20 21:58:45,clear sky,35.6234,-95.9605,105.84,41,0,8.05
347,Masindi,UG,2022-07-20 21:58:45,broken clouds,1.6744,31.715,65.48,66,71,3.11
348,Icod De Los Vinos,ES,2022-07-20 21:58:45,clear sky,28.3724,-16.7119,83.34,53,8,14.12
349,Parkes,AU,2022-07-20 21:58:46,overcast clouds,-33.1333,148.1833,50.36,63,94,8.95
350,Bakchar,RU,2022-07-20 21:58:46,overcast clouds,57.0186,82.0711,56.64,85,100,3.33
351,Redlands,US,2022-07-20 21:58:46,scattered clouds,34.0556,-117.1825,102.52,21,40,10.36
352,Goure,NE,2022-07-20 21:58:47,overcast clouds,13.9835,10.2704,79.23,61,100,6.15
353,Vilyuysk,RU,2022-07-20 21:58:47,overcast clouds,63.7553,121.6247,60.24,85,100,3.71
354,Tsalenjikha,GE,2022-07-20 21:58:47,overcast clouds,42.6044,42.0682,67.05,98,100,1.36
355,Mitchell,US,2022-07-20 21:57:54,clear sky,43.7094,-98.0298,94.1,34,0,3.0
356,Djibo,BF,2022-07-20 21:58:48,overcast clouds,14.1022,-1.6306,84.83,57,90,14.03
357,Abapo,BO,2022-07-20 21:58:48,scattered clouds,-18.8333,-63.4667,72.66,53,43,7.07
358,Moissala,TD,2022-07-20 21:58:48,broken clouds,8.3404,17.7663,71.15,96,58,3.74
359,Asau,RO,2022-07-20 21:58:49,few clouds,46.4333,26.4,70.72,61,19,5.55
360,Nabire,ID,2022-07-20 21:58:49,overcast clouds,-3.3667,135.4833,74.14,91,86,4.38
361,Colares,PT,2022-07-20 21:58:49,clear sky,38.7992,-9.4469,71.28,71,0,18.99
362,Hami,CN,2022-07-20 21:58:49,few clouds,42.8,93.45,64.92,57,24,2.73
363,Rudnogorsk,RU,2022-07-20 21:58:50,overcast clouds,57.2639,103.7519,54.52,85,100,3.74
364,Jibuti,DJ,2022-07-20 21:58:06,overcast clouds,11.5,42.5,84.36,43,99,14.61
365,Abnub,EG,2022-07-20 21:58:50,clear sky,27.2696,31.1511,86.22,23,4,8.75
366,Dok Kham Tai,TH,2022-07-20 21:58:50,heavy intensity rain,19.1624,99.9934,72.91,99,100,1.23
367,Sioux Lookout,CA,2022-07-20 21:58:51,few clouds,50.1001,-91.917,78.87,57,20,12.66
368,Atlantis,ZA,2022-07-20 21:59:51,clear sky,-33.5667,18.4834,46.98,78,0,3.83
369,Puerto Ayacucho,VE,2022-07-20 21:59:51,broken clouds,5.6639,-67.6236,80.53,78,58,2.37
370,Kanina,CD,2022-07-20 21:59:52,broken clouds,-10.7341,25.4699,64.98,50,81,3.78
371,Majene,ID,2022-07-20 21:59:52,few clouds,-3.5403,118.9707,76.53,90,12,4.59
372,San Julian,MX,2022-07-20 21:59:52,overcast clouds,21.0167,-102.1667,84.45,26,92,3.87
373,Forbes,AU,2022-07-20 21:57:49,overcast clouds,-33.3833,148.0167,51.93,85,89,7.45
374,Haldibari,IN,2022-07-20 21:59:53,heavy intensity rain,26.3333,88.7667,78.62,91,100,5.32
375,Jumla,NP,2022-07-20 21:59:53,overcast clouds,29.2747,82.1838,63.73,97,100,1.45
376,Longavi,CL,2022-07-20 21:59:53,clear sky,-35.9667,-71.6833,51.06,85,2,3.02
377,Petropavlovsk-Kamchatskiy,RU,2022-07-20 21:59:54,overcast clouds,53.0452,158.6483,54.19,94,100,2.24
378,Banepa,NP,2022-07-20 21:59:54,broken clouds,27.6298,85.5214,68.32,100,75,0.0
379,Naantali,FI,2022-07-20 21:59:54,clear sky,60.4674,22.0243,63.1,100,0,1.14
380,Aswan,EG,2022-07-20 21:59:55,clear sky,24.0934,32.907,94.3,21,0,8.05
381,Manbij,SY,2022-07-20 21:59:55,clear sky,36.5281,37.9549,78.15,47,0,17.2
382,Claremore,US,2022-07-20 21:59:55,few clouds,36.3126,-95.6161,108.3,31,19,1.01
383,Cradock,ZA,2022-07-20 21:59:56,scattered clouds,-32.1642,25.6192,48.56,88,35,4.27
384,Elko,US,2022-07-20 21:59:56,broken clouds,41.0002,-115.5012,97.74,16,64,11.01
385,Dourbali,TD,2022-07-20 21:59:56,moderate rain,11.8091,15.8632,75.94,84,68,1.1
386,Fairfield,US,2022-07-20 21:59:57,scattered clouds,41.2668,-73.3162,96.51,52,37,8.41
387,Muzhi,RU,2022-07-20 21:59:57,overcast clouds,65.3667,64.6667,57.94,69,100,3.65
388,Acapulco,MX,2022-07-20 21:57:15,scattered clouds,16.8634,-99.8901,87.46,71,45,7.11
389,Aykhal,RU,2022-07-20 21:59:57,overcast clouds,66.0,111.5,52.66,63,100,3.8
390,Gulu,UG,2022-07-20 21:59:58,broken clouds,2.7746,32.299,63.57,92,70,4.18
391,Nikolskoye,RU,2022-07-20 21:58:41,overcast clouds,59.7035,30.7861,67.87,70,100,8.86
392,Bayan,CN,2022-07-20 21:59:58,clear sky,46.0833,127.4,70.29,88,3,2.71
393,Puerto Cabello,VE,2022-07-20 21:59:58,few clouds,10.4731,-68.0125,80.71,82,22,12.1
394,Kahului,US,2022-07-20 21:59:59,scattered clouds,20.8947,-156.47,82.98,66,45,15.73
395,Mount Gambier,AU,2022-07-20 21:59:45,clear sky,-37.8333,140.7667,39.22,82,3,5.53
396,Gawler,AU,2022-07-20 21:59:59,few clouds,-34.6,138.7333,48.47,80,20,9.17
397,Eurajoki,FI,2022-07-20 21:59:59,broken clouds,61.2,21.7333,60.82,90,71,5.46
398,Skibbereen,IE,2022-07-20 21:59:59,few clouds,51.55,-9.2667,59.11,80,24,7.92
399,Belmonte,BR,2022-07-20 21:56:44,clear sky,-15.8631,-38.8828,71.94,80,4,8.77
400,Valsamata,GR,2022-07-20 22:00:00,clear sky,38.1667,20.6,72.61,52,0,4.81
401,Bandarbeyla,SO,2022-07-20 22:00:00,broken clouds,9.4942,50.8122,74.05,86,61,27.16
402,Mangaratiba,BR,2022-07-20 22:00:01,scattered clouds,-22.9597,-44.0406,68.31,90,46,1.88
403,Alcudia,ES,2022-07-20 22:00:01,clear sky,39.8532,3.1214,84.2,72,0,3.13
404,Thionville,FR,2022-07-20 22:00:01,broken clouds,49.3333,6.3333,65.59,94,78,4.03
405,Armidale,AU,2022-07-20 21:57:42,overcast clouds,-30.5167,151.65,43.05,91,93,12.41
406,Deputatskiy,RU,2022-07-20 22:00:02,overcast clouds,69.3,139.9,38.93,87,90,5.77
407,Rybnoye,RU,2022-07-20 22:00:03,scattered clouds,54.7256,39.5119,52.88,95,41,5.93
408,Henties Bay,NA,2022-07-20 22:00:03,clear sky,-22.116,14.2845,54.84,87,0,6.44
409,Champerico,GT,2022-07-20 22:00:03,overcast clouds,14.3,-91.9167,85.17,72,96,9.13
410,Khorixas,NA,2022-07-20 22:00:04,clear sky,-20.3667,14.9667,59.23,35,0,0.54
411,Khandela,IN,2022-07-20 22:00:04,overcast clouds,27.6,75.5,82.89,73,100,5.37
412,Kudahuvadhoo,MV,2022-07-20 22:00:04,heavy intensity rain,2.6708,72.8944,80.33,71,100,16.55
413,Keflavik,IS,2022-07-20 22:01:05,scattered clouds,64.0049,-22.5624,50.43,87,40,16.11
414,Toufen,TW,2022-07-20 22:01:05,broken clouds,24.6865,120.9127,82.36,81,74,7.29
415,Oktyabrskiy,RU,2022-07-20 22:01:06,overcast clouds,54.4815,53.471,59.54,75,98,4.16
416,Kangaatsiaq,GL,2022-07-20 22:01:06,overcast clouds,68.3065,-53.4641,46.11,78,100,4.65
417,Hellvik,NO,2022-07-20 22:01:06,light rain,59.9156,5.781,64.78,94,100,4.0
418,Moerai,PF,2022-07-20 22:01:07,light rain,-22.4333,-151.3333,70.97,73,100,34.52
419,Tabou,CI,2022-07-20 22:01:07,overcast clouds,4.423,-7.3528,75.47,72,100,8.57
420,Kurchum,KZ,2022-07-20 22:01:07,overcast clouds,48.5722,83.6542,68.68,36,100,5.7
421,Ergani,TR,2022-07-20 22:01:08,clear sky,38.2653,39.7621,78.6,21,0,4.88
422,Mweka,CD,2022-07-20 22:01:08,scattered clouds,-4.85,21.5667,73.8,50,40,0.02
423,Ternate,ID,2022-07-20 22:01:09,overcast clouds,0.8,127.4,79.93,81,100,2.44
424,Rock Springs,US,2022-07-20 22:01:09,clear sky,41.5875,-109.2029,90.84,12,0,17.27
425,Guarapari,BR,2022-07-20 22:01:09,clear sky,-20.6667,-40.4975,71.89,90,0,1.7
426,Port-Gentil,GA,2022-07-20 22:01:09,broken clouds,-0.7193,8.7815,75.16,88,75,6.91
427,Carutapera,BR,2022-07-20 22:01:10,broken clouds,-1.195,-46.02,75.85,88,80,5.82
428,Janesville,US,2022-07-20 21:59:23,scattered clouds,42.6828,-89.0187,83.14,62,40,3.0
429,Bonfim,BR,2022-07-20 22:01:10,overcast clouds,3.0833,-59.95,80.29,79,99,1.99
430,Bahia De Caraquez,EC,2022-07-20 22:01:10,broken clouds,-0.6,-80.4167,74.07,80,79,11.05
431,Najran,SA,2022-07-20 22:01:11,overcast clouds,17.4924,44.1277,79.83,49,100,10.94
432,Bubaque,GW,2022-07-20 22:01:11,moderate rain,11.2833,-15.8333,76.64,92,100,16.91
433,Isangel,VU,2022-07-20 22:01:11,broken clouds,-19.55,169.2667,79.14,77,78,11.5
434,Moose Factory,CA,2022-07-20 22:01:12,haze,51.2585,-80.6094,67.98,77,100,13.8
435,Husavik,IS,2022-07-20 22:01:12,overcast clouds,66.0449,-17.3389,45.7,90,100,5.68
436,Great Falls,US,2022-07-20 22:00:00,clear sky,47.5002,-111.3008,89.69,26,0,10.71
437,Sibolga,ID,2022-07-20 22:01:12,broken clouds,1.7427,98.7792,75.15,86,63,3.31
438,Buchanan,LR,2022-07-20 21:59:17,overcast clouds,5.8808,-10.0467,74.3,82,98,10.87
439,Guerrero Negro,MX,2022-07-20 22:01:13,few clouds,27.9769,-114.0611,83.34,44,14,15.99
440,Umea,SE,2022-07-20 22:01:13,clear sky,63.8284,20.2597,55.9,94,0,0.0
441,Corowa,AU,2022-07-20 22:01:13,scattered clouds,-36.0333,146.3833,39.67,71,36,6.49
442,Vanavara,RU,2022-07-20 22:01:14,scattered clouds,60.34,102.2797,53.74,90,47,3.8
443,Hvolsvollur,IS,2022-07-20 22:01:14,broken clouds,63.7533,-20.2243,51.93,79,62,5.77
444,Tha Mai,TH,2022-07-20 22:01:14,moderate rain,12.6214,102.0048,80.08,93,100,6.87
445,Sinnamary,GF,2022-07-20 22:01:05,clear sky,5.3833,-52.95,78.06,82,7,7.47
446,Vardo,NO,2022-07-20 22:01:15,mist,70.3705,31.1107,51.78,93,100,0.0
447,Buala,SB,2022-07-20 22:01:15,overcast clouds,-8.145,159.5921,81.61,77,100,6.8
448,Lompoc,US,2022-07-20 22:01:15,scattered clouds,34.6391,-120.4579,94.78,62,26,8.01
449,Alta Floresta,BR,2022-07-20 21:57:12,clear sky,-9.8756,-56.0861,91.22,27,0,3.44
450,Los Llanos De Aridane,ES,2022-07-20 22:01:16,clear sky,28.6585,-17.9182,69.55,83,9,17.27
451,Kaabong,UG,2022-07-20 22:01:16,light rain,3.4836,34.1492,64.27,77,91,8.05
452,Nisia Floresta,BR,2022-07-20 22:01:16,broken clouds,-6.0911,-35.2086,76.01,92,79,6.67
453,Port Macquarie,AU,2022-07-20 22:01:17,broken clouds,-31.4333,152.9167,53.49,100,75,2.3
454,Maralal,KE,2022-07-20 22:01:17,overcast clouds,1.0968,36.698,57.83,75,89,4.76
455,Meulaboh,ID,2022-07-20 22:01:17,overcast clouds,4.1363,96.1285,75.24,85,99,4.03
